Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes
PSYC*3000,PSYC,3000,Historical and Critical Perspectives on Psychology,"F,W",3,0,0.50,"The purpose of this course is to help students understand the socio-historical and theoretical context of modern psychological research and practice. This includes: 1) evaluating basic assumptions underlying modern psychology by drawing on historical, theoretical and philosophical perspectives, and 2) investigating historical and current controversies within psychology. Topics may include the question of psychology’s scientific status, the assumptions embedded in psychological theory and research methodology, social constructionism, free will/agency, and the relations between psychology, power, ethics, and politics. ","PSYC*2070, PSYC*2360 (2 of PSYC*2020, PSYC*2310, PSYC*2450, PSYC*2740), (2 of PSYC*2330, PSYC*2390, PSYC*2410, PSYC*2650)",,"PSYC*4370, PSYC*4900. Restricted to psychology majors BAH, BAH:C, BSC: PBC, and Psychology area of concentration",,Department of Psychology,,

PSYC*3020,PSYC,3020,Psychology of Law,U,3,0,0.50,"An examination of psychological methods, findings and theories in the study of law. Topics will include the fallibility of the eyewitness; juror decisional processes; credibility of witnesses and attorneys; socialization into legal systems, police behaviour, etc. ",2.50 credits in Psychology or PSYC*2310,,,,Department of Psychology,Also offered through Distance Education format.,

PSYC*3030,PSYC,3030,Neurochemical Basis of Behaviour,W,3,0,0.50,This course analyses how drugs act on various neurochemical systems to regulate motivation and behaviour. Topics of discussion may include psychopathology and its treatment. ,"2.00 credits in Psychology, (1 of BIOM*3090, NEUR*2000, PSYC*2410)",,,,Department of Psychology,,

PSYC*3100,PSYC,3100,Evolutionary Psychology,F,3,0,0.50,"Evolutionary Psychology (EP) offers a Darwinian frame of reference for studying questions about human nature. After reviewing basic material on genetics and natural selection, we will examine and criticize the contribution of EP to the understanding of the various aspects of individual and social behaviour, such as altruism, logic, mate selection, health, morality, aesthetics, and the role of culture. ",2.50 credits in Psychology,,,,Department of Psychology,Offered in even-numbered years.,

PSYC*3110,PSYC,3110,Topics in Health Psychology,W,3,0,0.50,"This course covers research in health psychology. Possible topics include the interplay of psychosocial factors, behaviour, and physical health; pediatric health psychology; health interventions at the individual, family, group or community levels. ",NEUR*2000 or 2.50 credits in Psychology,,,,Department of Psychology,Offered in even-numbered years.,

PSYC*3240,PSYC,3240,Independent Research Project,"S,F,W",0,6,0.50,"This course provides individual students with hands-on experience conducting a research project. Students are supervised directly by a faculty member as they conduct an in-depth investigation of a specific topic within psychology. Typically, the course involves both the practice and reporting of research. Through this experience students will develop a broader appreciation of the relations between knowledge, theory and research while acquiring basic skills in research methodologies and modes of inquiry. In addition, students will develop their written and oral communication skills (e.g., integration of relevant literature, reporting of research). Course registration requires the signature of the Psychology Academic Manager. This signature is contingent upon the student demonstrating they have obtained a faculty supervisor's signature and satisfy the course prerequisites. Please see the Psychology department website for more information. https://www.uoguelph.ca/psychology/",2.50 credits in Psychology including PSYC*2360,,A minimum grade point average of 75% in Psychology courses. Instructor consent required.,PSYC*3900,Department of Psychology,,

PSYC*3250,PSYC,3250,Psychological Measurement,"F,W",3,0,0.50,This course focuses on training students how to conduct research such that measurement theory guides measure selection and construction. Consequences of measurement theory (reliability/validity) for the accuracy of research findings and interpretation of test scores are also covered. A variety of individual difference variables are examined with an emphasis on how measurement strategies differ depending on the nature of the construct. (H) ,PSYC*2360,,"Restricted to students in BAH.PSYC, BAH.PSYC:C, BAH.ISHB, BSCH.PBC, or a major or minor in Neuroscience with a minimum cumulative",,Department of Psychology,,

PSYC*3270,PSYC,3270,Cognitive Neuroscience,F,3,0,0.50,"This course provides an overview of the neural process that support cognitive abilities such as attention, perception, memory, emotion, and reasoning. An emphasis is placed on primary research with the goal of revealing the types of methods that cognitive neuroscientists use, and types of questions that they ask, as they try to understand the relationship between our minds and brains. ","1 of NEUR*2000, PSYC*2390, PSYC*2410, PSYC*2650",,PSYC*4600.,,Department of Psychology,,

PSYC*3280,PSYC,3280,"Minds, Brains & Machines",U,3,0,0.50,"This course will introduce the student to basic issues in cognitive science from philosophical and psychological perspectives. Connectionism, Turing Machines, artificial intelligence, and alternative naturalistic models of the mind will be among the topics explored. ",2.50 credits in Psychology or 3.00 credits in Philosophy,,,,Department of Psychology,,
